asset_id,maintenance_date,cost_usd,failure_type,downtime_hours
WEL002921,2018-02-09,194928.09,Valve Leak,20
REF001203,2024-03-20,138798.79,Overheating,79
PIP000807,2019-09-18,153138.46,Pump Failure,99
PIP000227,2018-07-18,27184.22,Electrical Fault,27
PIP001559,2023-04-27,183413.64,Valve Leak,81
WEL001334,2022-04-01,31356.55,Valve Leak,98
WEL001453,2024-09-09,128559.05,Overheating,58
REF000741,2023-10-17,110216.09,Corrosion,26
REF001911,2019-12-30,114352.23,Corrosion,57
REF001794,2024-08-04,167773.04,Electrical Fault,59
REF002888,2019-08-21,80302.61,Electrical Fault,28
REF001204,2019-11-27,191881.63,Pump Failure,79
WEL002352,2018-05-19,191748.29,Valve Leak,43
PIP001280,2021-12-22,186987.19,Corrosion,5
PIP000493,2021-02-14,167384.5,Valve Leak,101
REF002359,2020-11-28,142858.11,Overheating,84
REF001722,2024-07-17,180008.56,Corrosion,112
WEL002127,2021-03-07,81536.5,Overheating,19
PIP002950,2019-10-31,26146.53,Overheating,63
REF002365,2020-03-27,127214.02,Overheating,15
REF001186,2018-03-13,19925.77,Corrosion,85
WEL002753,2019-05-28,188360.89,Corrosion,37
WEL001499,2018-06-02,65882.52,Electrical Fault,2
REF000036,2023-12-12,89770.97,Pump Failure,20
PIP002640,2020-10-11,153053.02,Pump Failure,9
WEL002501,2020-06-25,28521.31,Electrical Fault,52
REF002596,2023-01-28,122666.87,Overheating,41
PIP002372,2023-06-24,153513.0,Corrosion,98
REF000750,2023-09-30,139971.22,Valve Leak,43
WEL000330,2019-01-15,5602.26,Electrical Fault,82
PIP002371,2022-10-29,171473.06,Pump Failure,89
WEL002824,2019-03-19,41945.61,Electrical Fault,22
WEL002022,2019-08-23,66511.28,Electrical Fault,77
PIP000647,2020-12-22,122691.76,Pump Failure,66
PIP000862,2022-06-15,15579.36,Pump Failure,55
REF001971,2021-04-23,68897.92,Valve Leak,59
REF001366,2019-10-23,194239.03,Corrosion,94
WEL002032,2018-10-16,142519.13,Electrical Fault,40
PIP000474,2024-06-20,59595.75,Pump Failure,30
WEL001510,2022-09-21,44104.9,Overheating,87
REF001816,2023-11-03,54187.31,Corrosion,8
PIP000472,2021-10-19,129066.71,Valve Leak,56
WEL000773,2024-07-30,19636.35,Overheating,36
WEL002927,2019-10-25,115351.99,Overheating,51
WEL002850,2024-05-29,195763.37,Pump Failure,71
WEL001728,2018-11-23,199870.79,Pump Failure,80
PIP001792,2018-02-03,143739.7,Valve Leak,96
WEL001178,2020-05-07,9189.57,Pump Failure,42
REF001791,2023-04-05,48133.33,Electrical Fault,72
REF001153,2023-10-24,26887.26,Pump Failure,71
PIP000053,2019-10-30,21832.7,Corrosion,28
REF000496,2024-12-22,145276.45,Electrical Fault,94
WEL002446,2019-03-20,18891.32,Electrical Fault,51
WEL002060,2023-02-26,191286.22,Electrical Fault,118
REF001381,2019-09-06,5675.71,Electrical Fault,31
WEL001680,2022-09-25,131850.26,Pump Failure,93
WEL000571,2020-12-24,17522.19,Overheating,65
WEL001218,2023-01-25,46560.46,Corrosion,25
REF002103,2024-11-25,52053.09,Corrosion,46
WEL002101,2024-02-24,12314.11,Pump Failure,76
REF002927,2021-03-17,10478.6,Valve Leak,94
WEL001072,2022-02-18,21039.54,Electrical Fault,48
WEL002236,2018-11-06,190558.54,Valve Leak,33
WEL002330,2023-07-13,99217.61,Corrosion,62
WEL000828,2024-02-21,160457.9,Overheating,43
WEL000935,2020-04-29,86751.64,Pump Failure,26
PIP001829,2021-10-07,140284.32,Valve Leak,64
PIP000098,2019-03-27,106273.07,Valve Leak,38
REF000104,2022-10-31,38019.31,Valve Leak,89
WEL000167,2019-11-29,8302.93,Valve Leak,20
WEL001497,2019-02-16,161422.6,Overheating,86
WEL000749,2024-09-29,56547.46,Pump Failure,16
REF000358,2018-01-29,71114.4,Electrical Fault,3
PIP001255,2024-12-06,179796.45,Valve Leak,28
WEL001554,2023-02-06,126123.25,Pump Failure,44
REF001199,2022-12-08,52682.77,Pump Failure,108
REF001052,2020-11-16,13608.34,Pump Failure,48
REF002569,2019-05-25,110790.96,Pump Failure,67
PIP000807,2019-02-02,183905.78,Overheating,10
WEL001030,2019-04-21,87494.28,Corrosion,88
WEL002437,2024-08-29,166046.47,Corrosion,82
WEL000131,2022-06-21,73676.04,Electrical Fault,37
REF002522,2020-03-08,105815.85,Corrosion,91
PIP000257,2022-06-21,45907.85,Corrosion,40
WEL000882,2021-11-19,141312.41,Corrosion,94
WEL002106,2022-03-16,197562.77,Pump Failure,25
PIP000398,2021-10-21,190389.62,Electrical Fault,108
REF002483,2020-10-14,8618.21,Pump Failure,93
WEL000216,2018-12-12,163932.74,Electrical Fault,28
WEL000835,2018-07-14,185389.11,Pump Failure,99
PIP001207,2024-10-12,125829.89,Overheating,36
PIP002744,2022-10-10,118922.5,Electrical Fault,61
WEL001190,2018-02-23,30778.14,Electrical Fault,41
PIP000079,2024-09-16,133369.02,Corrosion,102
PIP002784,2020-11-05,199210.16,Electrical Fault,38
REF001419,2021-01-14,29458.8,Corrosion,50
PIP000278,2022-09-29,94481.87,Electrical Fault,64
PIP002194,2024-05-28,151213.61,Corrosion,102
WEL001201,2020-05-14,23702.82,Valve Leak,112
PIP002842,2021-11-30,41243.55,Pump Failure,65
PIP002955,2021-08-07,36990.4,Overheating,92
REF001009,2020-02-19,104575.16,Electrical Fault,109
WEL002870,2019-07-27,95282.33,Pump Failure,99
WEL002987,2018-02-10,17853.22,Overheating,87
WEL002567,2019-04-10,73113.06,Electrical Fault,85
REF002882,2022-06-21,112302.55,Corrosion,59
REF001725,2023-07-10,41468.78,Overheating,17
WEL001320,2018-03-04,156854.68,Overheating,40
PIP000298,2023-12-12,60645.93,Valve Leak,6
REF000497,2019-09-05,151464.45,Valve Leak,56
REF001363,2019-02-05,186929.82,Valve Leak,106
WEL000244,2022-05-03,88950.14,Pump Failure,95
WEL000812,2022-05-28,141764.9,Electrical Fault,119
WEL000961,2022-03-21,162677.99,Overheating,65
REF002061,2022-07-21,107618.4,Electrical Fault,72
REF000828,2023-08-28,64081.96,Pump Failure,8
REF001712,2021-01-01,80426.82,Pump Failure,116
WEL001533,2024-07-18,119817.55,Pump Failure,35
PIP001549,2019-10-19,180187.95,Pump Failure,31
WEL002017,2021-03-04,70907.13,Electrical Fault,78
REF002890,2024-11-30,13939.1,Pump Failure,6
WEL000876,2023-11-07,54730.7,Electrical Fault,72
WEL000951,2019-03-21,149199.86,Pump Failure,88
WEL002049,2023-03-29,11017.12,Corrosion,33
WEL000633,2023-08-12,40263.83,Pump Failure,70
WEL002026,2018-12-02,36122.87,Valve Leak,93
PIP001558,2021-06-13,92852.03,Valve Leak,62
REF002503,2020-07-08,71913.69,Electrical Fault,6
PIP000821,2023-06-06,186997.62,Pump Failure,65
PIP002155,2022-09-29,159556.59,Pump Failure,18
WEL000511,2019-07-07,110688.4,Pump Failure,77
WEL001715,2019-03-16,130635.6,Pump Failure,66
PIP002604,2021-09-26,2925.43,Overheating,20
PIP002012,2019-08-31,163858.68,Pump Failure,75
WEL002952,2019-11-24,49256.11,Corrosion,46
REF002934,2020-12-08,129912.03,Corrosion,11
REF000801,2019-04-28,84079.63,Overheating,15
WEL001643,2024-07-18,35175.89,Pump Failure,44
PIP000822,2018-02-06,66537.24,Corrosion,97
WEL001013,2023-04-28,8096.85,Electrical Fault,26
PIP000127,2024-11-15,79110.89,Pump Failure,11
PIP000474,2022-05-08,28498.49,Valve Leak,52
REF000539,2019-04-25,35291.17,Pump Failure,116
WEL002514,2023-04-02,146850.82,Overheating,49
PIP001419,2018-07-14,69840.49,Corrosion,107
WEL000340,2021-01-21,128363.67,Corrosion,19
WEL000025,2021-01-24,12079.96,Valve Leak,60
PIP000584,2019-08-17,35041.36,Pump Failure,90
REF001440,2021-11-20,11427.8,Pump Failure,90
REF001717,2023-03-25,199214.15,Overheating,82
REF001133,2021-11-13,17231.67,Valve Leak,68
PIP000274,2023-08-26,194967.46,Pump Failure,98
REF001445,2020-03-22,140667.39,Valve Leak,114
PIP000029,2019-04-05,169506.88,Valve Leak,36
WEL002255,2020-10-31,15059.12,Electrical Fault,57
WEL000018,2021-02-22,113065.88,Electrical Fault,53
PIP002439,2018-03-27,182822.22,Valve Leak,69
PIP001573,2018-07-25,114636.42,Valve Leak,23
WEL001956,2024-04-15,124702.31,Valve Leak,26
WEL002008,2018-12-04,124849.65,Valve Leak,104
PIP001967,2024-12-02,190323.47,Corrosion,89
PIP000171,2023-08-09,136797.85,Corrosion,53
PIP002947,2024-08-04,37892.61,Pump Failure,87
WEL000633,2023-02-10,192937.34,Electrical Fault,36
PIP000483,2020-09-15,90647.96,Overheating,3
PIP002014,2023-11-16,85208.67,Corrosion,68
WEL000188,2022-04-11,39514.0,Pump Failure,38
REF000861,2019-10-14,132987.22,Electrical Fault,15
PIP002048,2024-06-21,73189.11,Valve Leak,16
WEL000654,2021-08-13,93703.12,Electrical Fault,104
REF002720,2018-04-09,107523.91,Valve Leak,16
WEL000059,2023-03-12,111520.52,Pump Failure,118
WEL002964,2018-09-04,116583.24,Overheating,67
REF002524,2019-08-17,33926.3,Electrical Fault,9
PIP000608,2022-02-02,79950.18,Overheating,61
REF002478,2018-12-05,74000.75,Pump Failure,68
PIP001314,2019-12-29,62621.5,Valve Leak,110
WEL002891,2018-12-08,197061.63,Pump Failure,82
PIP000471,2024-03-05,199651.28,Electrical Fault,42
WEL001794,2021-04-10,172843.9,Pump Failure,81
PIP000550,2024-09-18,113331.95,Pump Failure,73
WEL002159,2022-09-04,64204.7,Overheating,51
WEL000716,2018-08-29,136314.25,Electrical Fault,93
WEL001347,2022-06-11,144425.8,Valve Leak,79
PIP001590,2018-01-15,188084.62,Overheating,39
WEL002659,2019-09-18,174986.38,Valve Leak,71
PIP001171,2023-09-09,27699.34,Overheating,92
PIP000506,2021-04-18,189790.6,Electrical Fault,114
PIP001665,2024-07-27,52122.58,Valve Leak,68
WEL002656,2019-11-13,92306.48,Valve Leak,109
REF001177,2024-05-20,194021.34,Valve Leak,29
REF000455,2023-07-30,28062.91,Corrosion,20
PIP000213,2022-10-27,31646.25,Pump Failure,67
PIP002199,2019-11-25,156695.79,Corrosion,47
PIP002532,2019-11-16,37333.51,Valve Leak,103
PIP000676,2022-06-08,124650.28,Valve Leak,35
WEL001970,2021-12-28,149349.14,Overheating,59
WEL000078,2023-06-21,60881.28,Pump Failure,7
REF000594,2024-09-18,133394.33,Corrosion,91
REF000247,2022-05-31,16992.66,Pump Failure,105
REF001984,2020-01-14,198235.46,Overheating,39
REF000158,2018-12-11,94158.49,Electrical Fault,8
WEL001393,2018-02-12,198948.53,Valve Leak,22
WEL000308,2023-03-14,38473.35,Valve Leak,81
PIP001042,2023-10-09,70439.42,Overheating,78
PIP002755,2024-10-29,21342.0,Electrical Fault,23
REF002891,2024-11-27,97050.59,Pump Failure,100
REF000002,2018-10-01,47333.35,Electrical Fault,12
REF000589,2018-10-17,130080.72,Corrosion,55
PIP001588,2024-05-18,76554.68,Corrosion,102
REF002202,2022-05-06,162355.22,Electrical Fault,111
PIP002380,2021-06-12,102259.61,Valve Leak,83
REF000882,2021-10-21,109268.11,Overheating,26
PIP000649,2019-07-20,185620.18,Electrical Fault,13
REF001709,2021-06-17,188485.46,Electrical Fault,52
PIP002429,2018-05-30,159835.41,Valve Leak,39
PIP002295,2020-06-29,180392.32,Pump Failure,82
PIP001329,2022-08-18,4672.31,Overheating,65
WEL002210,2020-01-28,49235.04,Valve Leak,108
WEL000416,2024-04-28,54857.94,Valve Leak,21
PIP002093,2023-04-08,69840.82,Electrical Fault,109
WEL002030,2024-05-31,41036.24,Overheating,41
WEL000538,2020-05-31,129260.5,Overheating,76
REF000083,2019-07-24,194976.87,Corrosion,90
REF002271,2022-04-13,174247.4,Electrical Fault,44
PIP001515,2021-07-28,21808.63,Overheating,78
WEL000957,2023-02-27,129889.0,Corrosion,14
PIP001224,2024-01-05,62323.92,Electrical Fault,14
REF002739,2020-10-06,194403.35,Overheating,92
REF000387,2020-12-10,69803.83,Electrical Fault,53
PIP001500,2022-05-27,136722.29,Overheating,8
PIP002298,2023-10-05,74448.98,Corrosion,83
PIP001614,2022-12-29,111806.11,Electrical Fault,80
WEL002637,2018-02-05,33793.72,Pump Failure,11
WEL000978,2019-12-18,94768.2,Pump Failure,117
REF000537,2021-07-03,173416.18,Valve Leak,110
WEL002154,2023-07-08,90452.39,Valve Leak,22
REF002033,2020-05-29,2105.8,Valve Leak,18
REF002817,2020-07-18,94539.47,Pump Failure,108
WEL001919,2020-12-16,143815.8,Electrical Fault,100
REF000359,2018-01-15,146726.71,Overheating,21
WEL002901,2020-03-27,107665.8,Electrical Fault,119
WEL002011,2018-08-14,100976.42,Valve Leak,117
REF000674,2019-08-05,71162.38,Pump Failure,35
WEL002858,2024-05-31,129554.72,Corrosion,31
WEL002316,2024-02-02,32650.87,Corrosion,105
WEL000176,2022-06-13,89086.59,Electrical Fault,9
PIP002989,2023-10-19,146869.52,Corrosion,60
PIP000369,2019-01-07,168926.38,Pump Failure,103
PIP002826,2019-01-25,72105.67,Electrical Fault,31
WEL001731,2021-11-20,40368.18,Valve Leak,109
PIP001547,2023-04-12,100195.89,Valve Leak,98
REF002416,2018-09-21,188107.35,Overheating,72
PIP002247,2018-04-18,179659.23,Pump Failure,47
WEL002119,2019-02-22,70127.11,Valve Leak,30
REF001023,2021-06-26,102438.01,Corrosion,93
PIP001957,2023-05-03,149298.46,Electrical Fault,20
WEL001405,2024-10-28,185528.02,Electrical Fault,26
REF002937,2020-04-24,122873.18,Pump Failure,44
REF002701,2020-06-08,22882.98,Valve Leak,74
WEL001149,2019-08-14,189287.18,Electrical Fault,45
REF000431,2022-02-23,188940.05,Pump Failure,75
REF001085,2020-11-14,34675.41,Overheating,22
PIP002985,2022-12-13,127174.66,Corrosion,110
REF000070,2023-01-11,108758.34,Valve Leak,66
REF000284,2023-08-02,104352.03,Electrical Fault,104
PIP001733,2021-03-22,153413.86,Valve Leak,76
REF000329,2024-04-25,121814.32,Pump Failure,119
PIP001435,2019-03-03,72837.19,Valve Leak,51
PIP001030,2018-10-21,156789.96,Electrical Fault,68
WEL002542,2020-05-16,87667.31,Valve Leak,81
PIP000741,2020-12-17,141398.43,Electrical Fault,30
PIP001938,2024-10-02,98769.18,Overheating,86
REF001436,2018-09-02,56303.01,Overheating,65
REF000239,2023-10-10,6483.73,Corrosion,6
WEL000870,2022-07-05,150706.77,Valve Leak,26
PIP000933,2020-09-23,75644.42,Pump Failure,56
REF001579,2019-04-18,95544.32,Corrosion,6
PIP001509,2022-02-08,7574.33,Overheating,40
PIP002274,2024-02-05,175996.28,Pump Failure,106
PIP001845,2018-10-31,171552.83,Pump Failure,74
REF000453,2018-11-21,161446.26,Valve Leak,8
WEL002169,2018-07-24,49946.4,Pump Failure,48
PIP000870,2018-10-02,143426.05,Pump Failure,45
WEL001516,2020-01-07,35682.04,Overheating,59
REF001178,2022-07-12,151915.33,Corrosion,54
PIP000061,2019-03-11,78488.43,Valve Leak,53
REF002384,2021-02-07,173153.37,Pump Failure,43
WEL001166,2023-11-12,55891.21,Valve Leak,5
WEL001875,2019-02-17,90583.02,Valve Leak,114
WEL000424,2020-09-05,126262.82,Pump Failure,69
REF000447,2024-07-06,58041.28,Corrosion,57
REF001842,2019-03-28,31860.59,Valve Leak,33
PIP000900,2019-04-29,49257.65,Valve Leak,92
REF000890,2018-07-19,94224.4,Electrical Fault,23
WEL001644,2024-01-13,194464.44,Pump Failure,38
WEL002788,2024-04-16,113873.81,Valve Leak,26
REF002270,2024-12-09,181457.28,Corrosion,25
REF001794,2023-01-11,114944.41,Pump Failure,104
WEL001434,2020-04-30,181166.94,Valve Leak,5
REF001667,2024-11-26,187091.43,Electrical Fault,40
WEL001489,2024-01-09,108800.31,Overheating,51
PIP002013,2018-04-17,172338.58,Valve Leak,82
WEL000316,2018-03-09,141940.31,Valve Leak,40
WEL002597,2018-01-21,152912.23,Electrical Fault,85
WEL002342,2023-03-19,68611.18,Corrosion,34
PIP001093,2020-03-08,30387.15,Corrosion,63
PIP000973,2024-05-25,123002.83,Pump Failure,113
WEL000990,2019-03-07,94698.53,Electrical Fault,116
WEL001138,2019-02-06,129196.71,Overheating,111
WEL001218,2024-10-15,25770.36,Electrical Fault,104
WEL000512,2021-01-21,197187.8,Corrosion,97
WEL002443,2024-09-28,127909.42,Electrical Fault,46
REF002505,2021-10-22,124737.37,Pump Failure,75
REF000861,2024-11-02,191624.45,Electrical Fault,15
WEL000865,2020-02-24,20507.13,Valve Leak,117
PIP000087,2020-08-11,58184.84,Corrosion,33
PIP002441,2020-01-06,197706.48,Pump Failure,92
PIP001079,2022-04-06,36620.52,Overheating,119
WEL000913,2021-05-29,129016.35,Electrical Fault,97
REF001634,2021-10-13,125712.65,Electrical Fault,14
WEL001704,2024-09-24,152196.28,Valve Leak,40
PIP000452,2022-03-07,130670.55,Corrosion,36
WEL001008,2020-09-29,62587.67,Electrical Fault,30
WEL001558,2018-07-01,90871.3,Overheating,118
REF001606,2024-10-29,153151.94,Overheating,68
WEL002157,2019-12-17,69619.36,Overheating,70
WEL001631,2019-06-18,41161.84,Valve Leak,94
REF000450,2021-02-27,125619.37,Corrosion,11
PIP002331,2019-07-30,148273.24,Electrical Fault,105
PIP002571,2018-07-12,182520.04,Valve Leak,113
PIP001459,2018-08-27,127925.57,Electrical Fault,106
PIP001382,2023-10-24,35258.9,Corrosion,97
WEL002627,2019-01-10,13758.24,Electrical Fault,33
PIP001250,2021-09-10,179383.39,Electrical Fault,81
WEL000654,2018-04-23,15855.77,Valve Leak,48
PIP000057,2023-12-14,95385.51,Overheating,45
WEL002397,2019-10-25,60532.43,Corrosion,84
REF000559,2018-03-02,120411.61,Corrosion,96
WEL000444,2019-12-20,1643.35,Electrical Fault,55
PIP002170,2021-08-16,176988.16,Corrosion,49
PIP000687,2024-12-22,145178.21,Corrosion,49
PIP002147,2019-03-15,139214.78,Corrosion,70
REF002358,2021-05-15,149726.15,Corrosion,79
WEL001902,2021-06-20,154594.34,Overheating,89
PIP001965,2022-02-07,169121.56,Valve Leak,14
WEL002026,2022-12-25,78395.04,Electrical Fault,99
REF000420,2018-12-07,14452.04,Overheating,46
WEL002136,2020-10-12,149141.53,Corrosion,108
WEL002367,2019-06-25,155389.01,Electrical Fault,84
REF000065,2022-05-17,150298.8,Overheating,96
PIP002341,2021-03-04,70189.81,Pump Failure,89
REF001803,2020-01-27,133060.74,Valve Leak,28
WEL002501,2020-01-30,60365.17,Overheating,107
REF002382,2021-08-12,31404.26,Corrosion,69
WEL000292,2021-09-12,167599.53,Valve Leak,64
REF002780,2018-12-07,10410.46,Corrosion,43
WEL000509,2022-07-31,3802.91,Overheating,114
REF002015,2024-09-06,29836.02,Pump Failure,76
WEL001953,2021-08-26,106004.35,Overheating,60
REF001023,2023-03-23,142132.66,Overheating,70
WEL002972,2018-02-24,102578.96,Overheating,10
REF002287,2024-11-10,151595.91,Corrosion,33
REF001408,2019-10-29,85162.77,Valve Leak,100
REF000345,2019-06-09,8814.68,Electrical Fault,33
REF000202,2023-09-07,88002.26,Valve Leak,69
REF001388,2024-09-08,75794.76,Corrosion,93
REF001502,2023-06-07,51138.48,Pump Failure,61
WEL001363,2022-08-28,128394.44,Overheating,52
WEL002706,2021-05-26,39127.82,Valve Leak,82
WEL002747,2019-06-15,86743.5,Electrical Fault,38
PIP001110,2023-04-10,64607.42,Corrosion,93
PIP002151,2018-03-15,52671.47,Electrical Fault,33
WEL001797,2024-03-17,94770.75,Valve Leak,112
REF002035,2020-06-24,52093.26,Electrical Fault,14
WEL002570,2018-07-03,74681.75,Valve Leak,53
PIP000980,2019-08-26,161474.96,Pump Failure,105
WEL000773,2021-12-27,126154.14,Electrical Fault,107
PIP000043,2018-03-01,99148.81,Pump Failure,116
WEL000665,2024-02-18,193351.89,Electrical Fault,36
REF001914,2023-04-06,128158.57,Electrical Fault,105
WEL002129,2019-12-11,61491.0,Corrosion,35
WEL002886,2022-04-28,41703.91,Electrical Fault,44
REF000918,2021-11-10,101368.31,Overheating,15
REF001655,2020-08-12,94629.67,Overheating,116
PIP002695,2023-02-27,14661.65,Electrical Fault,109
REF001113,2024-06-11,56443.45,Corrosion,88
PIP002058,2024-12-09,174843.22,Corrosion,61
WEL001833,2018-07-09,177267.23,Electrical Fault,62
REF001509,2020-04-15,35278.71,Corrosion,99
REF000333,2024-06-24,178169.1,Overheating,86
REF002995,2024-01-12,116462.0,Valve Leak,43
WEL001463,2021-10-22,128221.78,Valve Leak,86
PIP001970,2021-05-17,85117.62,Overheating,105
PIP000195,2020-03-13,198423.96,Valve Leak,90
PIP001042,2018-06-18,94482.95,Electrical Fault,88
WEL002882,2021-08-01,164219.97,Pump Failure,72
PIP002324,2022-02-09,102089.05,Pump Failure,118
PIP001977,2024-12-04,135833.08,Electrical Fault,96
WEL001898,2019-03-15,162257.2,Valve Leak,20
PIP002578,2021-05-15,67418.99,Valve Leak,61
WEL002300,2024-09-12,15466.43,Overheating,16
REF000265,2023-08-11,83452.99,Pump Failure,117
REF001736,2018-08-16,167251.64,Overheating,10
PIP002318,2023-01-17,16413.49,Valve Leak,58
PIP002964,2019-08-05,113530.77,Valve Leak,4
REF002599,2020-12-03,158252.58,Valve Leak,116
WEL000452,2022-06-04,6573.85,Electrical Fault,14
WEL002234,2019-04-16,121465.4,Corrosion,113
REF000199,2018-06-29,102336.49,Electrical Fault,16
REF000572,2020-12-04,117787.67,Pump Failure,88
WEL000301,2022-12-15,75948.16,Corrosion,43
PIP002684,2020-06-09,121653.67,Electrical Fault,98
PIP001467,2022-04-12,183833.75,Pump Failure,98
PIP000071,2019-02-18,124731.66,Electrical Fault,41
WEL002886,2023-12-30,64534.45,Pump Failure,82
PIP000496,2024-01-09,78359.14,Electrical Fault,39
PIP001243,2022-12-10,188345.5,Valve Leak,91
PIP000434,2019-08-17,141169.57,Pump Failure,14
PIP000550,2023-08-27,148543.88,Electrical Fault,81
WEL000214,2019-03-08,135041.97,Electrical Fault,40
PIP001895,2024-11-15,170448.96,Corrosion,24
WEL001242,2024-03-06,119256.24,Overheating,3
REF000859,2019-11-19,88292.39,Electrical Fault,36
PIP001066,2018-09-13,52603.52,Corrosion,64
WEL002671,2019-05-30,153681.95,Valve Leak,27
REF001493,2024-04-26,55838.44,Electrical Fault,76
REF001952,2023-11-19,30073.06,Valve Leak,109
REF000496,2023-01-11,99622.55,Valve Leak,51
WEL000742,2019-08-31,155103.02,Overheating,114
REF001720,2022-11-25,148923.61,Valve Leak,44
WEL000131,2023-02-01,59285.7,Electrical Fault,37
WEL002739,2019-02-02,195341.31,Valve Leak,98
WEL001502,2023-03-08,61654.4,Electrical Fault,79
REF002886,2022-12-02,54766.32,Valve Leak,61
REF000249,2024-12-30,90736.35,Valve Leak,81
REF002239,2023-04-18,3111.06,Overheating,67
WEL000085,2019-06-04,16479.12,Valve Leak,10
WEL000197,2023-01-02,111752.25,Electrical Fault,71
REF002593,2021-10-20,60430.73,Electrical Fault,24
REF000954,2022-10-16,183584.5,Electrical Fault,41
PIP002042,2019-02-11,76356.57,Valve Leak,82
WEL000003,2020-07-02,198258.95,Corrosion,91
REF000282,2019-12-07,139997.95,Electrical Fault,60
PIP002842,2023-07-14,77569.59,Corrosion,105
REF001927,2023-08-19,36376.71,Overheating,57
WEL001915,2018-06-27,156120.01,Valve Leak,27
REF001685,2021-09-07,13101.16,Pump Failure,66
WEL002575,2024-02-27,156127.83,Overheating,34
WEL002890,2023-06-26,54964.82,Overheating,75
REF002596,2024-12-06,195167.67,Overheating,19
WEL000855,2021-02-17,65524.24,Overheating,25
REF001431,2020-07-28,140277.11,Overheating,84
WEL000983,2020-08-13,165455.61,Corrosion,72
WEL000087,2019-07-09,128500.84,Pump Failure,94
REF001255,2019-07-13,150002.32,Corrosion,50
PIP000463,2024-10-06,188589.08,Overheating,12
PIP000588,2020-07-02,198835.47,Corrosion,5
PIP002996,2019-05-06,7789.94,Valve Leak,66
REF000614,2019-08-21,67320.29,Pump Failure,13
PIP002596,2018-03-08,48851.43,Overheating,92
PIP001234,2021-05-27,13210.27,Electrical Fault,15
PIP002452,2020-08-26,145779.6,Overheating,7
WEL000773,2019-02-07,35294.49,Electrical Fault,105
PIP002212,2024-11-20,43324.29,Overheating,102
WEL001902,2019-12-23,106349.25,Corrosion,101
REF000259,2020-04-24,188830.57,Pump Failure,25
WEL002966,2019-07-14,117995.39,Pump Failure,72
WEL000185,2018-12-15,119417.18,Valve Leak,59
WEL001984,2019-12-19,93693.89,Overheating,40
WEL001614,2023-01-12,122958.24,Overheating,80
WEL001115,2020-01-03,115324.4,Corrosion,46
WEL001219,2022-04-25,166123.68,Electrical Fault,110
REF000260,2023-10-28,13999.2,Electrical Fault,33
REF000630,2021-05-06,79648.85,Corrosion,67
PIP001000,2021-01-05,178396.46,Overheating,110
REF001099,2023-02-25,138704.88,Pump Failure,7
REF002640,2018-11-25,182024.35,Overheating,87
REF002089,2021-07-29,14998.02,Overheating,16
REF002228,2019-11-04,4751.27,Corrosion,85
PIP002458,2020-04-02,38269.25,Electrical Fault,46
REF002193,2023-02-07,95257.91,Valve Leak,100
WEL002811,2018-05-30,73645.53,Overheating,92
REF000519,2019-09-19,197291.35,Corrosion,116
PIP002835,2023-07-14,27513.32,Electrical Fault,34
REF001840,2024-02-05,155185.83,Electrical Fault,11
REF002531,2018-04-15,47438.97,Electrical Fault,44
WEL001920,2019-09-24,145145.26,Pump Failure,49
REF002498,2021-10-25,160668.72,Corrosion,95
PIP002646,2020-12-29,40245.25,Valve Leak,45
REF001617,2020-03-28,66663.31,Electrical Fault,92
REF002890,2019-01-10,137430.17,Overheating,92
WEL001364,2018-09-20,71868.28,Overheating,114
REF000116,2022-10-09,26174.89,Pump Failure,111
REF001804,2021-01-24,169971.77,Valve Leak,107
WEL001739,2023-12-14,174353.38,Overheating,75
REF002659,2018-09-18,11388.33,Electrical Fault,80
REF000665,2020-01-05,67847.97,Pump Failure,112
REF002818,2018-01-30,146228.33,Pump Failure,89
WEL000380,2018-10-12,166685.24,Valve Leak,58
WEL001115,2022-08-08,95584.57,Corrosion,35
PIP001229,2018-08-23,13597.64,Overheating,90
REF002836,2018-02-21,17030.29,Valve Leak,97
PIP000475,2018-01-13,81611.31,Pump Failure,119
REF001288,2018-08-13,7738.1,Valve Leak,30
WEL000510,2024-06-13,78508.38,Pump Failure,78
PIP002354,2022-07-17,9022.97,Valve Leak,73
WEL000125,2019-05-04,193775.61,Pump Failure,99
PIP002023,2018-05-13,163642.43,Overheating,43
PIP001895,2020-12-17,158035.68,Overheating,119
WEL002737,2021-02-05,164076.44,Electrical Fault,119
WEL001973,2024-04-19,115058.46,Overheating,58
PIP000536,2019-09-09,149590.87,Corrosion,77
REF000870,2018-03-06,19309.15,Valve Leak,45
REF001458,2023-07-22,22823.55,Pump Failure,100
REF002074,2020-11-18,194905.94,Corrosion,67
PIP000994,2019-07-07,121954.12,Corrosion,102
REF001752,2023-06-15,198523.75,Corrosion,3
WEL002595,2023-03-05,106661.51,Electrical Fault,79
PIP000931,2021-11-28,22870.71,Valve Leak,88
WEL000533,2021-08-29,159273.12,Corrosion,28
PIP000453,2018-07-13,82702.55,Electrical Fault,106
REF002036,2023-08-30,85195.07,Pump Failure,68
PIP001839,2020-10-14,184211.23,Electrical Fault,100
WEL000991,2021-03-26,94477.68,Valve Leak,115
REF001076,2022-01-28,122472.58,Valve Leak,85
REF000320,2024-07-23,159551.21,Valve Leak,93
REF001367,2024-02-01,80853.4,Corrosion,57
REF001719,2020-04-08,109730.49,Pump Failure,67
