asset_id,co2_tons,methane_leakage_tons,energy_consumption_mwh,date
PIP001541,1517.97,83.52,6291.85,2022-10-10
PIP001060,4122.02,63.14,30388.66,2018-08-09
WEL002167,3182.68,149.02,4584.04,2024-02-04
PIP000429,3803.52,172.14,26841.24,2024-08-30
PIP002772,3864.99,15.47,24555.05,2018-07-09
WEL002112,636.95,103.07,48879.59,2019-07-05
PIP001003,1907.76,45.99,40261.96,2018-10-25
WEL001968,4098.37,19.78,26712.01,2020-09-16
WEL000449,182.81,9.58,33237.48,2020-08-08
REF000845,3885.25,170.96,4693.29,2022-09-17
PIP000363,669.66,51.54,49657.11,2023-10-19
REF001734,1833.81,128.44,1099.2,2021-08-18
REF002163,102.47,20.08,15524.06,2024-08-15
WEL002338,3246.9,116.8,1161.96,2023-10-07
WEL000382,892.8,50.37,395.16,2019-09-15
WEL000359,2868.29,23.28,24078.06,2021-03-01
REF002974,222.22,98.75,34550.21,2018-08-31
WEL001637,3238.46,94.52,46004.75,2021-04-15
WEL000046,4715.03,80.57,17887.46,2019-01-20
REF001094,4362.91,15.63,16790.0,2024-06-04
WEL000210,564.66,117.24,30735.65,2023-06-27
REF002270,762.37,196.05,26578.37,2018-09-18
WEL002015,4627.32,171.09,8627.64,2024-07-20
WEL000650,3938.61,193.66,39175.28,2022-04-03
WEL002364,114.49,105.65,35971.76,2023-05-11
PIP001184,1885.84,76.35,8716.18,2021-12-09
REF000689,4125.24,98.42,45624.34,2019-03-15
PIP001513,4166.89,176.65,23484.79,2019-05-28
WEL002627,3086.81,148.72,32785.53,2018-10-03
PIP001849,312.61,45.27,26096.83,2023-02-25
REF000973,4488.25,135.54,2355.17,2021-10-14
REF002715,1268.49,138.13,49257.65,2023-04-16
PIP001285,2523.35,5.4,40047.5,2021-12-30
PIP000152,4331.08,12.78,22591.64,2020-08-27
PIP002597,2777.72,137.86,8524.13,2021-09-27
REF000525,1157.51,50.36,34095.88,2024-10-05
REF002203,1738.58,104.05,41957.52,2022-10-03
PIP002445,722.45,97.97,27554.16,2021-01-06
WEL001878,4324.92,159.02,14584.42,2024-01-08
WEL001203,1693.07,155.63,5332.35,2020-07-22
PIP000653,428.57,19.53,42491.56,2019-04-01
WEL001878,469.11,62.93,31882.62,2022-02-04
WEL002891,4647.0,1.39,39147.9,2018-10-14
WEL000364,3625.71,2.61,1295.14,2023-12-27
WEL000646,3163.62,103.58,49870.24,2021-04-23
REF001876,52.34,18.31,24574.78,2023-04-05
PIP001975,54.66,66.09,42063.97,2019-05-29
WEL000187,2608.1,160.89,30932.34,2020-11-15
PIP000609,4542.41,110.52,36964.32,2024-03-25
REF002740,1437.66,113.96,6715.58,2019-12-03
REF000331,3339.34,180.13,19328.86,2023-10-03
WEL002902,1294.98,117.92,5277.92,2024-10-22
WEL002310,1974.84,156.83,30964.6,2019-08-12
WEL001425,1230.39,46.46,3841.95,2018-01-30
WEL000722,3243.24,72.46,42647.44,2020-06-30
WEL002833,485.84,175.56,29607.97,2021-07-30
REF002289,2774.91,153.73,25380.16,2024-04-17
WEL000691,3262.36,30.59,17419.41,2021-11-14
REF001906,906.29,3.24,34361.79,2021-02-08
PIP001215,1251.7,94.15,42198.08,2022-10-13
WEL001401,939.78,60.93,29318.84,2018-11-23
PIP002567,4197.25,21.65,7808.99,2024-05-11
REF001597,2212.36,90.32,36958.81,2018-09-04
PIP001851,2829.33,26.6,12897.86,2018-12-04
REF001380,4892.99,197.48,15315.42,2021-09-04
PIP001460,3131.58,129.41,11533.01,2024-01-01
WEL002974,3448.65,169.39,15342.14,2024-01-27
PIP001809,3382.82,142.53,15789.86,2024-02-23
WEL002244,1470.33,159.6,5225.93,2021-08-06
PIP002152,2800.89,156.46,49882.05,2020-11-10
REF000558,1412.75,187.1,9387.27,2019-12-27
WEL000817,285.56,91.22,34405.22,2019-09-01
WEL000999,3883.62,61.61,10126.49,2020-01-10
PIP001219,915.1,53.46,8675.32,2021-09-06
PIP000306,3660.66,97.19,25297.25,2021-09-19
REF001262,2470.32,152.92,25828.26,2019-12-29
REF001061,4358.04,98.5,6865.61,2020-03-29
REF000759,3284.59,105.21,13968.31,2023-04-21
WEL000022,1624.27,142.73,7713.77,2024-02-14
PIP002302,4393.93,92.9,1881.68,2019-01-11
PIP002204,1252.77,131.0,41611.24,2024-09-09
WEL001181,2056.66,97.26,47598.78,2018-10-14
WEL002969,164.35,79.14,11820.09,2023-03-21
REF002480,4867.83,81.63,44066.13,2022-11-16
REF002627,3361.78,93.83,27134.26,2022-09-29
PIP002596,1672.18,6.38,44446.71,2023-09-12
WEL000385,3494.32,134.05,16256.07,2024-02-17
REF001361,335.33,134.72,2931.32,2021-12-26
PIP002944,3474.49,111.49,9933.17,2019-03-08
PIP001938,622.56,25.04,30729.79,2019-07-03
PIP000686,3481.81,199.38,28772.74,2024-02-08
REF002900,2775.1,56.84,13664.91,2021-05-19
WEL002572,1322.05,19.03,40100.71,2021-04-30
REF001259,1659.02,166.18,33750.0,2022-04-26
REF001775,3178.99,48.91,13410.22,2020-12-27
WEL000155,2610.13,21.73,33844.05,2018-05-30
REF000292,1157.41,168.24,12235.33,2019-08-14
REF001232,2518.08,100.36,7169.85,2020-05-03
PIP001231,4563.73,8.03,3535.23,2018-08-14
WEL002982,1140.46,188.22,31458.46,2022-11-09
WEL002949,2069.83,112.29,44807.99,2023-10-19
PIP002343,1495.39,159.17,29671.3,2018-03-29
REF002355,3217.28,179.4,23323.78,2021-12-29
REF000307,4317.6,104.4,6908.36,2020-08-21
PIP000199,1642.55,82.51,5586.87,2019-12-31
REF000314,1489.97,89.1,1159.13,2021-02-20
REF001696,470.36,76.4,33654.89,2018-05-11
WEL002371,860.86,100.81,49975.98,2020-11-30
WEL001340,1159.65,136.93,14423.38,2023-03-02
REF002254,4786.31,80.39,36828.48,2021-02-08
WEL002394,4155.33,137.35,26629.89,2019-05-06
PIP002081,4448.74,81.94,2858.59,2018-05-26
PIP002995,4887.18,70.2,21846.37,2020-05-12
PIP002282,791.15,58.19,49811.35,2024-08-15
REF000207,4507.89,92.2,15529.23,2020-09-07
REF002340,2094.81,116.74,3900.2,2020-05-24
WEL000045,296.97,178.05,48844.65,2022-06-01
REF001000,1492.13,134.03,43987.15,2020-10-02
WEL000062,4508.07,34.55,21067.77,2024-11-05
PIP000409,3674.51,72.85,16935.43,2022-03-10
WEL000305,65.62,52.41,1173.69,2023-01-26
REF002582,79.43,124.84,11131.81,2024-11-29
PIP002267,2345.32,108.38,43159.18,2020-04-08
REF001987,4593.28,189.02,22524.05,2024-05-26
REF002768,4093.73,176.44,41756.46,2024-08-17
PIP002071,838.93,28.09,19030.9,2019-07-26
REF001827,1996.39,40.02,5231.71,2021-02-04
PIP000392,3685.34,111.18,16442.2,2018-07-16
REF000563,3803.0,153.41,16208.73,2023-05-16
REF002365,925.74,130.59,35021.32,2021-08-29
REF000666,2218.76,97.78,5728.15,2024-01-23
REF002979,269.8,90.54,9583.19,2020-11-22
REF000981,1119.29,175.22,29283.88,2023-05-30
PIP000400,1574.62,129.1,39749.62,2024-03-11
REF000217,1308.75,155.24,8117.51,2022-02-06
REF001023,902.3,65.29,5085.52,2021-02-21
PIP002429,2092.3,20.74,28675.58,2018-03-09
WEL000733,4696.89,116.76,4216.94,2019-03-25
PIP001909,4140.17,70.77,33300.35,2024-10-30
WEL000097,3455.84,11.0,39114.01,2022-12-21
PIP000852,1918.71,89.87,2064.81,2019-12-09
PIP000881,3399.75,68.19,28853.89,2018-06-11
PIP000712,3315.57,168.33,34382.26,2021-02-19
PIP001135,1242.22,82.36,29383.47,2024-07-24
WEL002676,699.33,85.71,40497.79,2019-01-03
REF000026,2559.11,53.63,44930.8,2018-04-28
WEL000228,3717.0,193.91,39404.82,2020-06-30
PIP001401,3712.48,40.92,24153.82,2022-12-22
REF001932,502.63,168.97,26855.06,2018-11-21
WEL000441,2317.15,126.33,16148.01,2022-11-16
REF000818,2053.5,28.55,27499.7,2024-02-08
WEL001671,4351.8,154.13,35543.27,2022-07-25
PIP001190,3582.77,53.16,36669.31,2023-08-15
REF000151,481.91,112.93,20653.25,2019-05-11
PIP002158,3254.18,161.14,19370.18,2019-02-23
PIP000910,19.91,78.49,18016.88,2021-11-29
WEL001060,4635.1,71.62,44652.37,2024-01-18
REF001186,1123.35,38.56,46588.58,2023-10-26
PIP000827,4243.14,53.41,41398.87,2019-09-10
PIP002163,3704.13,136.22,47974.73,2024-07-20
WEL000510,760.22,45.51,27917.52,2018-11-07
REF000807,2259.48,94.28,33728.74,2024-03-03
WEL000079,2498.94,150.8,11203.6,2018-10-07
PIP001079,4219.19,119.03,31927.05,2019-01-23
PIP001300,1869.79,24.97,7570.51,2021-06-11
PIP000248,1929.34,162.67,30459.16,2023-12-21
PIP000415,843.03,75.23,2401.92,2024-09-23
REF001273,999.44,190.04,33681.58,2022-02-18
REF001193,2908.95,62.62,2086.78,2019-06-23
PIP000236,3233.72,95.86,35171.38,2023-04-14
WEL001962,520.44,196.27,22349.38,2018-10-05
WEL001645,883.03,17.49,9513.83,2022-10-24
REF000437,2296.86,21.11,26333.41,2024-04-02
WEL002730,4446.4,19.09,41296.12,2022-01-05
PIP000393,2285.37,123.1,37486.43,2018-01-17
WEL000612,1142.88,145.6,42920.28,2018-05-07
PIP001964,2467.07,102.16,7683.6,2019-12-26
REF002067,3322.79,151.17,14404.83,2022-05-30
WEL002144,2974.83,163.66,18599.01,2023-01-08
PIP001899,3419.15,167.52,19485.21,2021-08-05
REF000490,4805.43,112.59,8024.3,2024-09-21
PIP002957,1544.66,82.81,15124.56,2021-09-15
WEL000734,963.49,81.58,34361.41,2022-01-15
WEL001329,2392.05,131.38,39303.56,2024-03-16
PIP002146,2860.23,158.64,8699.39,2024-04-15
REF001840,1878.43,152.38,49779.99,2018-12-10
PIP002584,2987.07,99.55,8163.04,2022-02-06
REF002970,2072.69,151.3,11261.63,2020-04-09
PIP000965,292.81,69.41,21715.34,2021-06-23
WEL002797,4515.84,121.42,12352.48,2020-01-30
PIP001302,4795.65,89.52,17293.41,2021-09-14
REF002298,405.57,196.58,7720.17,2021-06-18
WEL002999,57.07,89.55,42273.06,2021-03-16
WEL002750,1192.1,109.93,25367.64,2022-05-26
REF002693,2302.37,131.56,19141.02,2019-06-15
PIP002727,4522.81,44.74,32136.3,2019-03-24
REF002499,3900.02,81.2,32589.63,2020-05-19
WEL002116,3685.87,134.11,28597.96,2018-10-08
REF000757,1010.41,95.62,31863.38,2018-05-06
REF002275,729.91,118.54,20240.79,2021-05-22
REF002170,4181.28,169.99,9065.16,2024-11-18
WEL000026,1590.82,127.4,34421.51,2022-05-25
PIP000165,3560.5,151.28,2666.02,2024-04-04
WEL001236,4646.04,80.9,20061.59,2019-05-21
WEL000800,3173.11,8.99,37473.54,2022-03-29
PIP002613,298.25,81.15,26680.6,2019-02-19
WEL002376,3107.29,43.98,7385.86,2019-07-13
PIP001599,1221.87,29.68,1625.65,2023-11-14
PIP000255,2866.15,152.16,4624.16,2018-03-08
WEL001092,3585.76,176.23,41028.09,2023-01-27
REF002135,4836.32,75.89,45213.95,2022-06-11
PIP001477,454.44,48.89,24809.65,2021-12-27
PIP001008,4108.8,171.02,14047.75,2018-05-22
PIP002896,3296.83,142.49,9365.94,2018-03-03
REF002352,1377.43,42.97,29931.01,2021-03-12
PIP001568,1251.03,72.65,47488.63,2019-05-18
PIP001789,2775.01,154.37,971.02,2022-05-08
PIP000636,1621.82,30.05,48876.32,2024-09-16
PIP000591,1855.18,18.8,44015.32,2024-04-09
WEL000760,842.01,146.09,38114.5,2021-06-28
WEL000425,2978.83,67.18,10775.56,2020-06-28
WEL000670,2852.26,168.88,19533.46,2021-09-13
PIP000877,4781.49,135.17,24044.71,2018-08-17
WEL002848,4273.17,170.84,38335.19,2018-04-15
REF002903,3070.5,196.9,42022.17,2020-02-18
WEL002332,2028.56,94.19,11235.5,2018-03-01
PIP002411,1548.67,29.81,39031.23,2019-06-09
WEL001729,4047.67,147.43,6691.2,2024-11-09
PIP001455,1046.33,124.84,22623.26,2021-10-17
REF001155,152.84,135.43,23497.38,2019-01-26
WEL002355,4625.27,131.06,30285.82,2024-02-03
PIP002309,3621.6,151.47,10606.54,2021-04-09
WEL002936,2516.72,24.43,37033.56,2021-10-29
REF002544,547.03,31.8,17456.87,2024-04-25
WEL000467,2848.64,145.9,17559.64,2018-12-29
REF002352,3439.05,178.35,24339.26,2024-03-28
WEL002647,2075.94,6.18,46517.34,2023-06-04
PIP002732,3622.89,109.95,37055.8,2019-04-02
REF001741,931.34,17.51,11100.96,2018-06-17
WEL001314,4835.58,58.57,41550.53,2022-07-21
WEL002463,2708.27,95.79,6852.19,2020-05-20
REF002191,2726.63,58.4,22592.17,2018-07-17
WEL002260,3780.76,184.4,32093.38,2024-10-12
REF002712,922.49,33.21,999.26,2021-06-04
REF000941,3116.03,113.16,14905.86,2024-06-23
WEL001369,675.64,37.46,42905.73,2021-04-30
REF000354,2865.59,14.71,27924.22,2024-12-26
PIP001795,369.95,76.22,49783.17,2018-02-28
REF002412,4991.24,167.71,7149.03,2021-11-16
REF000942,2639.21,175.89,26838.88,2020-11-09
WEL000810,1221.74,72.88,33825.81,2024-03-21
REF001992,4933.69,144.8,15393.39,2018-01-17
WEL000956,3094.0,111.39,40671.77,2024-02-03
PIP001909,1214.84,64.87,26667.83,2024-09-07
PIP001057,4883.0,182.14,20249.34,2018-01-08
WEL001616,4515.69,35.09,8693.9,2023-05-30
REF000043,4665.09,60.08,12900.17,2019-10-02
WEL001248,1412.39,75.26,29689.36,2019-04-09
PIP001424,132.16,74.74,10152.92,2022-06-25
WEL000098,1662.51,59.18,15045.84,2024-09-21
WEL001515,2090.52,23.02,9538.18,2021-09-30
REF002910,3350.96,140.77,13388.96,2021-05-05
REF002595,4715.69,86.09,20407.01,2022-02-24
WEL001150,3841.18,62.52,26920.15,2024-03-03
WEL001949,3283.07,114.28,8002.81,2020-12-28
PIP000813,2288.29,129.88,9539.01,2019-08-29
REF001645,1433.45,14.97,26050.12,2020-03-18
PIP000538,367.18,57.65,5615.54,2020-08-28
PIP001075,4501.5,113.44,40278.42,2020-05-27
PIP002516,3312.82,132.79,13209.95,2018-03-12
PIP000649,1765.05,95.27,37121.04,2024-03-23
WEL000248,1402.71,168.75,12814.31,2020-04-29
REF001139,2926.02,1.09,47691.21,2018-02-05
PIP001772,4282.72,95.3,46117.12,2022-08-28
REF001583,1108.72,163.57,12834.83,2020-05-12
WEL001858,4069.72,81.74,45664.89,2023-04-01
REF000198,3043.65,90.99,38199.92,2022-10-25
REF002747,1516.73,194.63,48637.5,2021-10-04
REF002410,1950.68,182.66,1805.31,2024-12-29
WEL000820,966.47,77.93,5333.23,2020-06-01
PIP001278,3829.65,19.95,40391.14,2022-11-13
WEL000521,51.71,140.99,10714.86,2021-09-04
WEL000402,4132.41,157.06,39028.19,2022-01-20
PIP001922,4887.62,187.18,41683.18,2024-03-19
WEL001159,4110.41,122.25,31962.92,2024-07-29
PIP001761,3702.08,4.94,17444.77,2024-09-12
PIP000460,3464.21,195.15,10956.43,2024-12-09
REF002279,2762.31,117.43,48100.61,2018-02-05
PIP001593,2683.17,183.72,24577.88,2021-05-04
REF000819,2913.02,59.85,30489.93,2021-04-24
WEL000670,492.19,129.4,34676.19,2023-08-27
REF002447,4371.59,39.94,36200.75,2022-04-05
WEL002624,1660.86,78.83,26072.77,2023-01-16
WEL002777,4895.67,77.66,25891.99,2020-06-07
PIP002745,75.7,128.32,37121.16,2020-05-09
REF000166,1668.11,132.65,19719.27,2018-11-16
WEL001120,949.74,142.32,30668.71,2024-11-08
REF002170,2062.58,88.02,42799.38,2024-03-13
WEL002855,4580.84,26.09,45151.19,2018-12-27
WEL001429,4055.09,143.99,4861.47,2023-01-27
REF001473,48.47,6.47,17015.78,2024-06-17
WEL000483,1332.22,129.87,22537.25,2018-01-30
WEL000942,2473.34,80.77,18259.48,2022-04-18
PIP001600,4680.38,158.75,21526.74,2021-11-24
REF001564,4092.62,193.25,30262.88,2020-11-24
REF000936,3013.52,104.21,10125.48,2018-03-08
WEL002965,1117.43,192.75,28703.12,2023-01-31
PIP000867,3363.49,84.58,16134.65,2021-03-14
REF000758,756.51,45.92,29139.56,2018-06-22
PIP001651,1508.26,187.47,21812.36,2021-07-12
REF001817,4844.0,176.06,3982.12,2020-02-26
REF001839,4495.03,19.69,19338.97,2018-12-06
REF000675,3053.1,146.93,21996.93,2023-12-06
WEL002089,4849.19,192.27,45638.58,2024-04-14
PIP001228,3784.0,144.88,35681.4,2022-05-27
WEL000303,1798.8,122.57,44290.97,2022-05-12
WEL000761,1927.14,178.34,19548.95,2023-10-28
REF002433,679.16,182.45,27085.13,2023-08-15
REF002278,4883.4,188.3,46893.63,2023-07-19
REF000508,2571.54,111.1,37671.44,2022-07-22
WEL001989,3457.06,71.5,35138.34,2018-02-25
PIP000525,451.95,107.22,2167.05,2019-02-28
REF001800,4581.94,190.1,38746.14,2023-04-13
PIP002078,3684.79,96.14,34740.28,2023-07-28
WEL002865,1471.58,199.63,26018.44,2024-03-15
PIP002677,176.26,135.44,44135.05,2020-02-18
PIP002160,3442.46,128.06,22451.33,2023-07-15
REF000795,1126.12,151.57,14459.13,2023-11-15
WEL001224,4269.18,37.9,38607.87,2021-05-19
REF001020,2995.28,173.67,9933.45,2022-03-08
REF001681,4828.68,85.72,34827.42,2021-06-15
WEL000303,1524.36,161.78,44226.14,2024-09-08
REF001565,4401.2,128.9,20339.47,2022-01-13
REF000422,2207.92,89.4,27448.88,2018-02-28
WEL001087,1590.84,88.4,7108.36,2022-07-24
WEL001971,4706.38,100.47,40124.66,2023-11-21
WEL000966,2225.27,12.41,664.48,2018-06-07
REF001611,1087.69,148.8,16642.48,2022-09-17
PIP001766,1288.6,151.32,38992.44,2019-06-27
WEL000346,3563.71,163.93,1587.71,2020-10-10
WEL002926,1143.01,105.44,42912.5,2024-12-19
WEL000179,3665.34,110.14,21510.25,2023-06-20
WEL001777,19.42,57.46,11182.66,2023-10-15
REF000463,2126.78,20.61,25322.9,2019-10-13
PIP001067,2387.91,172.53,32354.08,2020-11-27
REF001313,4188.17,38.94,45560.57,2023-02-10
PIP001290,1824.61,100.79,37253.31,2021-11-20
WEL000483,960.37,154.97,13055.61,2019-02-13
REF002077,739.35,156.06,5386.39,2024-04-18
PIP001291,2304.23,13.95,26947.45,2018-05-04
PIP001506,1143.49,33.16,38215.03,2020-04-05
REF000878,692.94,124.25,21403.71,2024-05-17
REF002279,892.18,70.84,41888.49,2024-06-02
PIP002280,3841.71,142.72,37961.81,2020-09-12
PIP001569,4914.37,43.07,47089.63,2019-02-27
PIP001342,3479.36,129.28,31624.53,2021-04-15
REF002115,4663.01,132.13,21016.36,2023-11-21
WEL000352,2865.55,160.63,25621.91,2018-06-09
PIP002750,4394.96,157.22,30598.41,2020-04-21
REF001884,3746.86,152.83,49525.28,2020-08-13
PIP000230,3601.25,123.2,11630.07,2022-10-26
WEL001015,3064.81,181.11,28040.22,2022-07-11
PIP002030,2479.24,183.99,5472.84,2018-10-12
WEL001280,1248.43,55.44,24789.28,2023-04-04
REF000587,997.94,16.46,39743.18,2022-11-11
WEL001496,3213.14,58.72,29118.52,2021-01-12
PIP001148,1318.87,137.14,37854.37,2024-10-29
PIP001090,793.91,30.43,12627.18,2023-01-16
PIP000662,1602.29,93.04,37623.54,2018-07-26
WEL001780,1889.07,131.7,46622.04,2022-02-25
REF001438,1836.75,173.51,15067.09,2023-03-22
WEL002976,146.72,85.6,27074.28,2020-01-19
WEL001451,3248.87,110.05,17829.7,2022-12-02
WEL000718,1380.58,191.97,3693.74,2021-03-12
REF000259,130.18,17.68,8227.57,2018-07-27
WEL000351,983.89,170.9,258.45,2023-06-09
REF002822,3747.34,21.63,7235.04,2018-06-04
WEL000329,1413.93,129.5,35678.35,2018-03-15
PIP002081,4372.52,152.17,22818.61,2023-04-26
REF000874,11.49,198.54,37953.9,2024-07-01
PIP001524,1529.71,169.88,1803.23,2018-07-12
WEL002941,153.89,118.26,8199.49,2024-05-04
WEL002681,685.29,157.35,24836.57,2018-12-03
REF000895,403.72,89.7,28508.54,2022-05-01
REF002982,1979.82,171.57,4761.71,2022-06-02
PIP001342,4464.24,40.93,31847.7,2022-05-19
REF000709,2503.43,173.03,36782.38,2020-07-16
PIP000820,257.19,31.09,1817.12,2023-08-03
WEL002178,2621.69,50.66,25422.06,2023-03-27
WEL002345,602.3,86.76,2855.12,2023-02-07
PIP002185,3567.94,179.17,44636.06,2019-01-24
PIP001036,431.38,147.16,49767.06,2023-11-09
PIP001709,193.48,158.36,4660.22,2023-02-02
REF002027,4053.06,91.41,17547.33,2024-08-06
WEL001371,2555.74,151.05,25574.77,2021-01-12
PIP000702,4153.98,26.05,28341.74,2018-11-16
WEL001802,2497.15,179.43,43513.96,2018-10-23
REF001266,2950.9,72.69,5288.75,2022-11-24
WEL002490,502.53,122.13,30332.35,2023-10-12
WEL002316,3341.28,8.52,1925.38,2018-01-03
WEL002692,1794.65,22.16,23932.14,2019-10-17
PIP002264,2882.38,67.89,46519.46,2023-10-11
PIP001674,3782.51,10.22,33505.11,2019-10-15
REF001070,2561.38,98.86,11323.64,2019-11-09
WEL000655,2852.57,18.08,6365.81,2023-05-26
REF000884,2016.19,8.13,11198.65,2024-02-12
PIP000818,506.88,145.67,40893.75,2020-12-26
REF002662,3668.01,151.3,45943.5,2021-10-31
REF002392,3171.29,85.02,19700.28,2023-05-22
PIP002572,3795.89,190.22,4534.83,2018-07-16
PIP001673,3990.85,19.59,18951.09,2024-04-18
REF000584,4575.19,34.4,27342.97,2020-01-27
WEL001339,4341.92,197.72,8582.12,2019-02-19
REF001914,3677.45,192.85,1039.91,2020-11-28
WEL000597,1632.23,8.47,31399.83,2022-04-14
PIP001852,1149.94,92.13,32616.72,2018-04-19
REF002460,4835.05,89.38,2280.58,2024-10-25
REF001176,2465.65,171.49,20185.41,2019-08-31
PIP002638,2495.25,129.11,37546.92,2024-12-08
PIP002473,1063.04,105.91,8789.64,2023-09-22
REF002166,4654.86,7.5,19588.22,2018-07-27
REF000906,1662.72,97.36,7521.15,2024-08-26
PIP001423,4569.3,95.6,27709.51,2024-05-20
WEL002168,1668.35,25.47,13424.95,2020-12-06
REF000300,2930.82,2.16,36211.57,2020-09-10
WEL001385,2919.14,114.75,26899.45,2020-05-20
REF000374,2975.89,165.7,13987.89,2020-07-07
WEL002129,2072.43,91.97,9343.91,2021-01-17
REF002635,4604.13,99.33,5059.66,2020-10-05
REF000121,1484.14,100.4,48018.42,2023-05-03
WEL000535,2980.05,132.89,23007.65,2024-12-30
REF000947,4389.86,153.88,18044.6,2021-06-19
REF000827,1044.19,180.44,10390.32,2024-02-25
WEL001795,4889.77,61.94,1560.58,2024-03-15
WEL001451,1441.02,111.44,4601.25,2024-01-06
PIP000023,1284.03,40.95,5600.72,2018-05-18
WEL002877,4785.01,87.23,36869.69,2018-11-12
PIP002026,3309.91,22.85,16401.43,2018-04-01
PIP001730,718.61,13.66,23854.1,2019-07-19
WEL001225,2878.84,18.13,28828.91,2019-03-13
PIP001709,1386.24,120.86,5293.44,2024-07-19
PIP000338,281.76,98.34,4625.09,2022-08-26
PIP000562,2186.27,197.86,14683.96,2023-10-24
PIP002066,2013.1,119.01,7757.32,2019-03-23
REF000674,670.22,74.15,33214.68,2018-12-01
PIP001760,4412.8,84.2,326.08,2021-03-12
REF001014,4016.95,31.62,4264.22,2018-03-27
WEL002833,1234.79,156.31,45197.69,2023-05-20
REF000728,1632.42,156.07,37901.67,2018-09-02
REF001991,651.38,26.99,11242.77,2019-01-09
WEL002672,3860.79,127.84,44427.25,2020-11-03
REF001479,4697.54,182.32,31416.84,2023-10-30
WEL002803,4152.9,46.64,30180.76,2019-02-20
PIP002090,1042.25,180.47,47922.09,2018-09-24
REF000257,2827.57,137.69,48217.82,2020-09-05
PIP001234,4176.28,62.59,20994.93,2018-08-04
PIP001959,714.58,169.34,11724.89,2024-06-23
PIP000615,2412.65,43.73,16038.23,2023-09-23
PIP001325,3154.1,79.45,36822.94,2019-03-22
REF002498,2399.9,99.95,9230.91,2019-08-19
WEL001816,1001.85,127.82,27829.89,2022-03-10
PIP002349,916.93,137.89,23147.14,2019-05-07
REF000856,1955.11,36.14,21494.88,2019-09-10
WEL000450,4530.35,14.19,34870.63,2020-10-26
PIP002851,2568.8,185.15,32600.86,2023-04-11
PIP002091,1277.8,15.07,45381.59,2024-01-23
REF001733,2136.2,69.69,34767.43,2019-08-20
REF002504,903.26,157.98,49796.28,2021-06-19
REF000821,4388.26,71.79,30413.42,2022-10-08
WEL001575,496.21,11.07,4622.82,2020-06-13
PIP001039,3370.13,188.8,5746.45,2021-10-30
REF001413,2952.26,28.53,43979.5,2018-08-04
REF001227,1028.66,46.12,32844.68,2024-03-23
WEL001676,1831.37,52.04,13240.14,2022-12-13
WEL001758,390.27,5.01,24160.97,2019-03-30
WEL002943,4360.32,150.4,31260.27,2021-09-12
WEL002193,4035.59,40.6,41477.19,2018-03-05
REF002251,198.12,32.65,37596.87,2019-10-28
PIP002041,1333.82,97.24,28400.14,2018-05-27
REF000910,4141.78,161.52,16216.9,2021-11-14
REF000419,1940.94,142.66,41892.63,2024-08-15
WEL000180,2613.79,56.16,37762.37,2020-01-28
PIP000652,507.55,12.54,18428.7,2020-07-02
REF001942,3441.85,74.75,44127.17,2019-09-27
WEL001638,3229.71,140.82,42291.38,2023-09-09
WEL000046,3287.44,194.57,37877.03,2022-08-12
WEL000958,3336.0,96.01,33835.85,2020-08-02
WEL000675,1505.93,135.69,19839.75,2022-02-06
PIP001044,4424.08,187.96,41763.77,2024-05-06
PIP002314,3223.95,101.93,27393.97,2018-03-03
WEL002503,4823.28,12.23,539.03,2018-12-06
REF001160,586.96,136.67,13091.94,2022-07-11
PIP000182,805.22,126.93,45487.34,2024-02-27
WEL001755,4282.49,187.03,3985.84,2019-09-07
REF002394,3293.68,105.35,28562.61,2021-12-30
REF000948,4117.91,182.54,14034.38,2020-08-13
REF002525,4974.73,189.6,34444.81,2022-07-18
PIP000048,4730.9,162.06,40203.53,2024-06-06
PIP000160,1932.08,33.43,4862.01,2021-02-07
REF001444,1383.81,165.23,1420.49,2024-12-18
WEL001955,776.53,180.04,32845.69,2023-12-21
REF000518,4744.6,115.42,15847.74,2018-08-13
WEL001205,867.52,35.1,32657.53,2021-11-09
WEL001218,3536.25,103.09,1393.54,2020-11-17
WEL000407,356.43,83.54,45733.68,2018-11-14
PIP000606,3055.63,169.65,14987.88,2023-12-29
WEL000806,550.69,107.21,43098.94,2023-02-08
PIP001954,1614.55,92.42,17965.04,2020-08-31
WEL002561,4135.0,106.71,4841.95,2019-12-14
WEL002707,4070.63,70.8,7947.57,2019-09-21
WEL001139,714.64,91.5,9321.76,2019-10-15
REF001226,2054.06,129.33,32672.55,2023-02-19
PIP001181,2777.39,150.55,25093.02,2024-12-27
REF001458,4894.16,32.63,27618.23,2018-07-05
PIP000541,1733.97,189.59,12719.86,2024-09-20
REF000580,4359.79,137.05,39067.08,2018-08-31
WEL001808,2343.98,103.41,6816.88,2018-01-31
WEL002589,1448.27,21.89,20681.28,2020-10-22
WEL002931,1621.2,77.5,4514.55,2023-09-01
REF000963,3994.81,15.12,19897.23,2018-10-24
REF001460,1793.06,6.09,48439.74,2018-02-05
PIP002386,4101.54,114.34,14976.24,2024-01-31
PIP000327,3343.79,168.96,41889.81,2024-10-03
PIP001805,496.62,107.07,15583.61,2023-01-03
REF000467,3511.96,47.08,14438.61,2024-01-09
WEL001539,54.6,52.0,35342.34,2023-11-16
REF001037,3710.4,179.95,29014.08,2024-05-24
REF002917,1328.13,170.19,11706.49,2020-10-07
