well_id,date,oil_production_barrels,gas_production_mcf,water_cut_pct,pressure_psi,temperature_c
WEL001885,2018-02-03,4510,2213,21.46,3556,55
WEL000809,2022-08-23,2152,1319,59.03,3318,179
WEL002825,2024-01-21,1059,3784,51.12,1377,177
WEL000006,2024-03-23,2256,16679,17.34,4633,131
WEL001697,2022-07-25,4927,5544,42.99,3891,52
WEL002606,2020-07-01,1411,11577,7.25,2681,126
WEL002551,2024-09-24,1336,15171,29.26,4703,74
WEL001741,2022-08-23,2778,18743,47.25,1191,71
WEL000187,2021-04-10,3974,7128,58.9,3123,67
WEL000801,2020-06-16,2742,3027,17.02,2633,86
WEL000854,2024-07-16,4101,10035,55.95,3156,173
WEL000080,2022-05-12,1601,5554,54.57,1581,130
WEL002221,2022-11-28,1750,14448,43.83,2316,138
WEL002305,2018-09-28,3781,18147,49.65,4856,60
WEL001535,2020-09-21,432,13178,8.41,1125,111
WEL001752,2024-05-03,1833,5420,54.88,3858,52
WEL000949,2024-02-14,2565,11924,37.22,4531,110
WEL002102,2019-01-10,3766,7081,29.63,3047,104
WEL000582,2020-08-21,1733,4703,16.11,2179,119
WEL002936,2021-10-06,3979,16213,28.48,4478,90
WEL000127,2020-01-18,2553,7423,15.9,2725,147
WEL000922,2023-01-03,366,10476,31.98,3194,171
WEL002269,2023-11-27,1361,4248,31.99,4188,101
WEL002826,2018-09-05,1834,10105,24.44,4539,135
WEL000420,2023-06-02,1896,6405,5.17,4277,127
WEL002548,2020-05-02,1074,1701,45.72,2383,55
WEL000948,2024-03-25,1989,9546,15.88,1384,94
WEL002913,2024-11-13,3560,5836,28.88,1342,115
WEL000074,2020-07-03,974,9678,21.3,4741,78
WEL001515,2022-01-13,2042,3097,41.02,3354,167
WEL002884,2019-02-28,2472,8283,39.42,2924,94
WEL001909,2022-02-27,3072,3792,53.26,3424,173
WEL000434,2024-05-23,1141,13318,5.5,1409,98
WEL002439,2022-11-09,2805,3463,15.84,2711,155
WEL000488,2021-07-30,1196,1469,49.49,2788,108
WEL001832,2019-09-06,4652,10410,15.62,2168,87
WEL001993,2020-07-30,1609,16243,47.38,4586,149
WEL001250,2020-08-26,3553,13002,29.07,4046,100
WEL000254,2020-09-12,1658,15415,23.34,1181,65
WEL002210,2024-03-15,2326,12346,18.6,3563,77
WEL002477,2022-04-22,4312,9091,45.37,2596,95
WEL000431,2022-05-26,3519,14401,24.84,3668,90
WEL000925,2018-08-05,2828,9719,26.19,1009,171
WEL000557,2019-11-16,1598,18426,38.58,1518,89
WEL001655,2019-07-30,4047,12613,37.98,3461,76
WEL002744,2023-10-12,1517,19929,7.26,1906,114
WEL002636,2020-10-04,1712,16593,44.65,1089,97
WEL000791,2020-03-05,3219,18954,26.74,1323,139
WEL002597,2021-11-22,2344,15792,52.12,3016,124
WEL000807,2019-04-09,3269,15688,55.51,4327,119
WEL001501,2024-01-10,2956,11275,23.3,2471,98
WEL001341,2019-04-21,2429,16862,26.85,3708,172
WEL002188,2022-01-05,4726,5237,8.6,1119,82
WEL002773,2022-05-20,3819,7713,40.99,1145,118
WEL001275,2019-09-07,2406,13757,57.22,2944,151
WEL002444,2024-10-04,1800,725,57.91,3610,157
WEL000178,2022-10-14,3175,13086,7.92,4927,50
WEL001272,2019-06-29,1700,10499,31.88,3402,169
WEL000088,2024-10-15,4637,19234,35.49,4637,84
WEL001096,2023-08-08,1011,19038,23.5,4333,53
WEL000220,2022-03-15,2477,7297,31.74,1273,98
WEL002211,2018-05-02,4971,1998,24.18,4050,85
WEL002495,2018-08-23,4261,3133,47.83,2691,120
WEL000835,2018-03-26,3155,6926,5.44,3883,178
WEL001206,2021-03-24,3982,2151,55.9,3129,119
WEL000157,2019-12-24,1901,8805,13.59,4088,143
WEL000212,2024-12-05,3004,3161,41.23,2372,89
WEL001498,2020-07-10,2104,14396,15.42,1987,96
WEL000743,2018-09-14,4977,6177,10.66,1230,153
WEL002315,2018-04-06,741,5021,32.93,4090,54
WEL002681,2022-06-13,3274,15019,57.33,4979,127
WEL000385,2021-04-19,2433,7028,49.39,3221,55
WEL000747,2020-01-17,3783,3198,11.68,2658,121
WEL002229,2019-11-08,360,5090,6.59,1776,130
WEL000288,2023-02-19,1710,19080,7.28,2253,132
WEL000075,2020-01-10,280,14467,48.21,1446,67
WEL002730,2022-04-24,3576,19089,6.32,3238,58
WEL000752,2023-10-10,1031,2987,58.58,1298,162
WEL000552,2023-10-01,2618,17414,54.17,2136,134
WEL002490,2020-02-09,1065,1740,23.3,4767,175
WEL000006,2018-07-12,3023,2133,53.87,1265,179
WEL002750,2020-11-18,463,16272,25.42,3664,66
WEL002960,2024-12-18,1190,7055,44.21,4711,54
WEL001585,2024-01-14,636,12119,15.18,1496,114
WEL002573,2018-08-08,1446,19399,53.85,1520,64
WEL002288,2020-11-16,1376,16372,27.52,4832,176
WEL002648,2024-05-17,2960,678,20.57,4273,93
WEL001387,2023-01-17,946,7024,25.85,1799,66
WEL000399,2020-04-19,810,16894,47.05,2570,139
WEL000224,2019-06-16,1019,14774,21.64,1266,59
WEL000737,2023-11-11,1709,579,52.24,4348,74
WEL000281,2021-01-22,2484,13724,10.65,1536,167
WEL002306,2019-05-27,2270,5311,16.65,1284,127
WEL002489,2023-01-17,4034,7192,49.1,4867,112
WEL001312,2020-06-28,829,14562,47.38,1365,61
WEL000126,2022-01-13,1785,17050,23.17,3044,150
WEL002328,2018-01-08,1439,7356,43.53,2748,76
WEL001605,2019-08-15,184,16049,42.97,2502,122
WEL001386,2024-03-06,2144,11196,25.47,1577,167
WEL002377,2024-09-22,808,2463,13.76,3766,73
WEL000884,2020-01-09,4601,19246,56.27,1817,122
WEL002237,2019-07-09,2985,748,15.9,1334,132
WEL001437,2018-11-03,2771,18179,39.2,4339,73
WEL000717,2020-07-21,3865,9403,5.98,1366,108
WEL002186,2022-01-13,2310,17015,46.79,2055,125
WEL001278,2024-05-03,2731,8935,48.44,3624,65
WEL001860,2022-08-22,1206,14878,37.88,1430,73
WEL000305,2022-06-26,4191,511,12.21,4485,150
WEL001055,2022-03-23,2327,14727,14.98,2639,51
WEL000952,2022-06-10,3882,1842,39.94,3631,100
WEL000509,2023-08-28,934,12542,6.71,3965,107
WEL002103,2020-12-30,1740,9034,35.23,1583,81
WEL000757,2022-08-28,2568,11475,23.37,2316,112
WEL002695,2021-11-17,4419,19832,48.3,1691,77
WEL001281,2023-07-10,863,605,28.92,2694,173
WEL002130,2020-01-23,985,7297,29.52,4724,116
WEL001490,2023-07-18,3542,5027,13.51,1222,154
WEL002734,2023-12-02,3075,19363,20.43,4738,104
WEL002098,2018-01-04,4621,911,52.43,1710,85
WEL001474,2021-05-15,2545,7960,10.85,1196,167
WEL002955,2020-06-30,3714,2416,25.95,4091,169
WEL001706,2022-08-18,1233,11928,16.05,2848,94
WEL001380,2022-10-08,3674,13376,55.02,1665,90
WEL001210,2023-04-27,2722,11782,53.64,4875,53
WEL002703,2018-08-21,1807,6322,8.79,2067,142
WEL001201,2021-03-17,3468,14917,25.53,4168,60
WEL000846,2023-10-13,3197,19618,16.06,1513,88
WEL001093,2018-10-15,1166,17537,56.36,1996,175
WEL002444,2018-01-30,4965,6099,20.85,1385,105
WEL000302,2022-02-27,4511,18802,26.35,1057,93
WEL001344,2021-08-03,3464,7257,46.85,2769,139
WEL001907,2022-09-21,4633,1577,9.93,4523,59
WEL002637,2024-07-31,4391,16684,29.89,3394,94
WEL002922,2024-01-11,3158,19445,56.93,1637,109
WEL002813,2019-06-03,1228,15744,53.73,1018,99
WEL001837,2023-04-06,2600,8413,31.58,2572,173
WEL002032,2024-02-09,4558,12030,39.68,1998,128
WEL001802,2019-01-28,600,11731,55.04,3313,54
WEL001776,2019-06-26,512,4170,50.79,3595,105
WEL000806,2021-04-27,623,12999,56.46,1006,54
WEL000289,2018-02-12,2765,774,46.75,2181,176
WEL002421,2022-01-17,1183,7296,41.11,2499,65
WEL002112,2021-11-27,3353,16535,19.64,2574,176
WEL002853,2019-12-31,4196,2946,22.43,2762,173
WEL000005,2021-04-09,3678,18005,45.91,1055,101
WEL001509,2024-06-09,1003,14049,49.58,3475,87
WEL002550,2022-08-09,3111,13403,57.27,2349,104
WEL002064,2023-07-24,1819,17839,43.7,4961,135
WEL002437,2022-03-03,2895,10605,37.63,3750,153
WEL001466,2019-03-23,844,13295,44.02,1705,97
WEL001365,2024-12-01,2565,8669,58.92,3667,158
WEL001632,2024-10-27,1999,18808,18.51,4964,158
WEL000584,2024-02-21,4779,6139,13.58,4453,103
WEL000606,2023-09-20,2226,4160,11.41,3126,104
WEL002371,2022-11-28,4903,15263,7.83,3821,96
WEL000215,2020-08-16,3627,10338,47.56,4010,80
WEL001097,2022-02-16,1261,6959,32.02,4469,103
WEL001086,2018-09-21,2616,6916,34.33,4361,67
WEL002478,2021-08-17,4980,7052,5.2,3242,58
WEL001234,2020-06-20,3362,3729,58.4,2751,134
WEL002470,2020-07-12,518,9397,55.74,4376,58
WEL001406,2018-05-27,2248,19157,34.17,4601,70
WEL000305,2020-04-13,2661,18705,7.93,2870,93
WEL002070,2022-04-08,4264,2702,35.05,1172,81
WEL001603,2019-09-30,3431,1213,15.0,2921,133
WEL002619,2024-06-05,3700,16535,29.46,2923,59
WEL002891,2023-09-13,2488,7680,6.97,4561,176
WEL000451,2021-10-20,957,14295,44.99,3097,124
WEL002797,2022-05-05,3543,17838,16.86,1021,98
WEL000114,2023-09-18,1609,4838,17.13,1557,54
WEL001925,2018-04-23,4386,9328,43.57,3764,130
WEL000647,2020-12-03,4721,14917,8.09,2615,85
WEL002511,2020-03-07,3215,15599,56.13,3984,166
WEL002993,2018-08-30,4341,18940,39.81,2897,160
WEL000940,2018-08-22,4902,3197,10.2,1743,105
WEL000158,2021-04-09,4828,8898,48.69,2465,100
WEL000384,2020-12-31,1860,3262,50.96,1000,109
WEL001485,2019-04-21,1850,15613,39.39,4484,58
WEL001525,2022-12-27,4169,15240,52.78,2319,95
WEL001583,2020-05-24,3681,2224,18.43,2384,164
WEL000936,2021-10-26,945,4231,41.74,4857,56
WEL002668,2024-09-03,764,9438,49.4,2692,179
WEL002948,2022-02-05,2265,12773,18.97,1963,128
WEL000362,2022-12-02,3564,14923,32.75,2390,134
WEL001129,2022-10-13,3168,13709,7.53,2101,141
WEL002272,2018-01-21,3627,9310,52.28,2148,102
WEL002091,2018-10-22,1209,18851,45.99,3132,120
WEL000748,2018-05-13,3211,2359,35.76,3862,149
WEL000505,2024-05-31,881,1698,57.42,3748,96
WEL001108,2023-08-16,652,556,39.78,2065,87
WEL002046,2021-05-19,1606,19489,13.27,1216,134
WEL000855,2023-07-24,2346,3367,20.25,3928,50
WEL002295,2020-11-12,1509,10988,13.43,4953,85
WEL000421,2019-09-07,441,9983,39.19,4569,164
WEL002672,2020-12-17,4227,14881,18.33,2823,69
WEL001225,2021-06-22,2450,4917,18.04,4995,58
WEL000888,2019-08-04,4111,6229,51.68,3738,85
WEL000370,2023-11-01,454,7261,52.73,2852,140
WEL002469,2020-09-28,1646,8655,47.28,4690,101
WEL002725,2024-05-17,1507,2368,18.31,1062,51
WEL000915,2021-01-03,4312,8820,47.91,2383,176
WEL002196,2019-07-11,848,17445,10.12,4536,51
WEL001538,2019-05-19,812,5106,10.12,4701,156
WEL001839,2018-03-23,2856,19288,56.25,1722,132
WEL002869,2022-03-08,2345,15227,37.93,3533,111
WEL001133,2019-01-13,474,9934,18.21,4521,78
WEL001303,2020-05-01,4420,1332,16.84,1344,82
WEL002001,2021-08-15,2143,12967,11.34,1063,51
WEL002031,2023-07-08,1580,18489,38.57,2670,66
WEL002312,2024-11-17,4153,11803,58.89,1951,99
WEL002473,2019-12-31,104,11478,28.36,1033,83
WEL000547,2018-09-12,164,10079,18.67,2747,148
WEL000364,2020-03-04,2972,11376,54.38,4906,111
WEL001470,2020-01-31,3085,4747,20.24,1231,145
WEL001757,2019-03-10,1469,7994,44.25,2705,150
WEL001877,2018-01-02,3682,17054,14.39,4915,79
WEL002102,2023-01-30,2743,18028,33.96,2864,114
WEL002489,2018-09-29,4145,18145,55.23,4162,120
WEL000230,2023-08-12,3123,2197,18.69,3441,139
WEL001740,2020-02-22,1309,18277,13.64,1395,150
WEL001897,2020-04-24,734,19504,12.13,4273,133
WEL001502,2018-07-04,1461,4190,33.49,3174,62
WEL000750,2020-05-07,610,7832,33.74,4026,158
WEL002148,2021-12-26,1175,2210,57.7,4253,99
WEL001533,2018-08-16,161,2536,27.52,2766,166
WEL001648,2024-07-11,1048,14329,39.56,4822,93
WEL002300,2024-08-05,2648,14529,56.65,1047,80
WEL001903,2018-02-22,1903,4719,35.38,4357,136
WEL000933,2021-04-20,2655,15985,14.7,3526,94
WEL001771,2023-08-30,2524,5987,42.11,2657,69
WEL000315,2024-05-26,3497,6533,19.71,2931,85
WEL000888,2018-01-31,4885,15927,15.97,2837,71
WEL001565,2022-07-26,1589,10418,13.64,4792,84
WEL000937,2019-04-26,758,9675,17.6,2248,100
WEL001006,2022-01-20,1991,5605,48.26,4392,59
WEL001839,2020-12-24,3247,19356,51.16,4298,80
WEL001006,2022-03-23,454,9219,29.99,2208,141
WEL000221,2024-02-25,4937,9189,12.04,4186,111
WEL001734,2024-08-13,1724,19503,46.86,2400,119
WEL000992,2018-11-23,4151,12792,22.32,3635,61
WEL000068,2018-01-15,1339,6773,5.1,1013,145
WEL002955,2024-02-14,2076,13980,22.5,4787,171
WEL002305,2023-06-03,3944,11674,30.82,4493,86
WEL002845,2019-09-27,1402,9107,7.45,3496,158
WEL001141,2022-06-06,2603,11866,11.98,2650,64
WEL000478,2019-05-14,1385,14628,53.02,4748,138
WEL001554,2021-03-28,391,3133,5.65,1991,165
WEL001090,2020-12-31,2159,5130,37.34,1844,60
WEL000927,2019-01-07,2970,10961,44.25,2978,170
WEL000330,2022-10-22,103,19451,36.71,3751,164
WEL002295,2019-09-02,4062,4085,30.21,4357,107
WEL002414,2019-10-11,4702,10918,26.5,4742,59
WEL001019,2018-06-09,212,2513,33.55,1232,114
WEL002771,2022-08-04,983,14659,25.12,4114,85
WEL001399,2018-07-17,837,2263,55.1,2718,150
WEL000083,2021-08-08,1212,7740,16.25,4672,160
WEL001205,2022-08-19,2271,1693,59.85,2489,153
WEL001937,2022-12-31,3722,1099,11.17,1891,131
WEL001722,2020-06-19,1628,3450,36.91,1790,154
WEL001325,2023-02-02,486,16922,40.87,4704,81
WEL000737,2022-05-03,509,682,19.01,1457,133
WEL002163,2020-08-18,3144,12223,35.06,1695,124
WEL001979,2024-03-21,1970,13094,6.11,3554,84
WEL001980,2022-07-14,3796,1840,55.65,1384,79
WEL000768,2023-07-14,1788,3589,11.33,2958,151
WEL001644,2018-11-25,2504,6682,55.59,2104,67
WEL001797,2024-11-24,3011,7191,8.59,1696,54
WEL000742,2018-11-23,3376,1876,30.96,4802,64
WEL002085,2023-09-11,1270,4590,38.3,2155,137
WEL002488,2019-06-18,2026,17808,5.69,2783,74
WEL002517,2021-11-26,3089,10931,27.98,2110,171
WEL002695,2018-12-07,4272,13290,47.54,3569,59
WEL001045,2021-09-28,1225,17054,56.21,3325,123
WEL002686,2019-07-31,2792,9844,52.08,4144,139
WEL000832,2022-12-30,2041,8618,19.79,4726,168
WEL000771,2019-02-21,4018,8668,29.92,3245,137
WEL001623,2023-04-03,3127,17870,9.3,2082,78
WEL000792,2020-08-03,2001,10204,14.67,2868,145
WEL002596,2023-10-07,4989,3648,38.9,2770,56
WEL001223,2024-01-11,3650,19245,39.54,2265,171
WEL001541,2023-03-19,1981,8525,6.01,2937,82
WEL001450,2024-06-19,384,13635,20.48,3236,80
WEL001578,2020-03-15,4949,2339,56.59,3395,86
WEL002013,2021-07-25,380,5866,21.04,4579,153
WEL002709,2022-03-27,1352,6295,54.54,2665,129
WEL002658,2023-04-06,3019,6522,46.16,1963,161
WEL001652,2024-03-09,3419,18002,39.55,3747,175
WEL002148,2021-10-05,2785,19010,47.04,4862,152
WEL001410,2020-08-13,2833,13607,16.28,4730,114
WEL001956,2023-02-13,541,17210,43.29,2617,83
WEL000113,2018-12-16,3611,18672,23.87,4555,71
WEL001161,2023-12-15,4077,2791,39.78,1957,86
WEL001614,2023-07-10,4709,8496,26.3,4511,62
WEL003000,2019-03-03,2553,4494,23.4,4924,61
WEL001896,2018-01-29,446,1420,39.99,2887,163
WEL002139,2020-10-02,804,15794,40.95,3935,77
WEL000279,2023-01-08,1018,2697,56.66,3786,117
WEL001810,2023-02-24,3568,9221,14.64,4400,64
WEL002258,2022-10-25,2822,8666,53.56,4791,51
WEL001067,2022-02-28,4128,11600,8.58,2358,162
WEL002056,2018-12-18,1233,5675,52.06,3635,178
WEL002021,2018-03-16,2098,14493,44.69,3967,179
WEL002414,2024-03-12,4281,941,16.81,3852,88
WEL001873,2018-11-30,3391,7816,25.53,2430,118
WEL000124,2024-08-22,2766,6516,20.15,4814,111
WEL001487,2020-04-16,1371,8067,10.76,1878,83
WEL001694,2020-01-14,1657,14187,16.91,1064,148
WEL002789,2021-05-15,4826,15743,48.36,1220,86
WEL000319,2020-03-10,107,2469,31.7,3334,89
WEL001077,2018-08-25,2439,14001,51.48,1370,128
WEL000745,2022-05-02,1427,14692,46.5,1180,122
WEL000209,2020-06-18,1987,6950,20.41,4864,104
WEL001638,2019-09-23,254,16174,9.59,3811,119
WEL002563,2024-02-11,2501,15858,10.03,1241,156
WEL000790,2021-11-27,465,2406,22.33,3733,146
WEL001102,2024-06-11,4149,17272,42.27,3015,82
WEL000299,2018-12-01,553,11061,21.8,3109,155
WEL001666,2024-01-26,4713,5841,54.92,2549,166
WEL001348,2021-01-08,278,3554,52.19,1536,107
WEL002933,2020-08-28,2845,15240,30.39,1371,122
WEL000712,2022-08-20,3022,17428,53.63,4534,137
WEL002328,2019-05-05,1360,7541,12.96,4645,91
WEL002176,2021-06-25,4402,4605,55.49,1904,109
WEL002039,2018-11-24,3292,4193,45.08,3616,109
WEL002409,2020-02-26,1857,2085,43.05,2191,134
WEL002052,2024-08-29,2394,3164,10.31,3654,107
WEL000006,2021-11-11,1248,10718,58.76,2595,121
WEL002596,2024-04-04,2590,3884,51.5,4918,153
WEL001533,2024-08-12,1590,11666,19.36,1914,177
WEL000410,2024-01-28,1774,18785,27.73,1432,122
WEL000422,2024-03-08,2483,6195,26.53,1315,90
WEL002737,2021-07-28,2275,14914,57.2,4891,136
WEL000335,2024-03-03,2644,18057,21.67,3361,135
WEL001631,2022-11-23,4885,16248,20.45,2871,140
WEL002847,2020-04-24,3491,14506,52.77,2573,70
WEL000700,2019-06-30,2483,17949,59.2,2745,144
WEL000588,2019-11-02,3738,8004,22.62,2205,99
WEL000953,2021-01-04,2831,5297,29.65,1114,51
WEL001159,2023-04-08,2112,16627,55.37,4313,160
WEL001093,2024-03-22,4881,1796,52.66,1236,114
WEL002990,2021-04-28,171,15284,54.54,4068,154
WEL002253,2021-07-28,2529,10077,47.79,4969,58
WEL000283,2019-04-29,3736,12122,9.9,3598,119
WEL001029,2021-06-03,1599,6584,54.69,1453,166
WEL000464,2018-06-27,346,16863,46.86,1235,71
WEL001218,2020-10-01,3412,9967,34.2,2070,74
WEL002229,2018-07-26,1161,5871,56.56,3875,78
WEL002756,2024-05-17,1981,3637,53.86,4740,54
WEL000021,2021-12-13,1003,985,55.28,2812,124
WEL001629,2020-07-31,1345,4357,15.05,1108,123
WEL001906,2021-08-27,1412,7759,50.94,1234,152
WEL000872,2020-02-16,4982,9704,6.6,3031,166
WEL001683,2020-05-05,1068,13340,47.03,1370,55
WEL000096,2024-06-28,4059,3255,57.09,1150,106
WEL001484,2020-11-24,285,3252,7.83,4709,108
WEL001283,2020-11-01,3777,17018,49.6,2811,146
WEL001062,2018-04-18,1267,15926,50.98,3774,103
WEL000348,2019-08-08,2589,5900,6.58,3232,137
WEL001442,2021-01-02,3051,18193,10.49,2409,83
WEL000441,2021-04-05,845,17294,21.94,3267,91
WEL000963,2024-01-11,1965,5807,53.17,1070,96
WEL002206,2023-07-24,3491,12918,34.53,3110,175
WEL001437,2020-08-17,1564,582,7.76,1193,134
WEL001813,2019-03-21,3457,7996,6.71,1044,55
WEL000563,2024-08-17,4031,18646,38.38,3931,162
WEL000267,2024-12-22,3355,10777,54.01,4978,98
WEL001779,2022-04-18,1584,5479,28.84,3212,101
WEL001291,2019-07-05,4405,6629,39.17,3770,102
WEL001232,2019-12-27,4616,10821,12.55,4296,142
WEL000988,2018-08-13,4819,18956,37.82,3928,174
WEL002369,2020-02-05,4414,11595,18.08,4858,145
WEL002595,2023-07-09,4542,19256,7.16,2456,76
WEL000976,2019-05-23,3534,1242,22.27,2608,149
WEL001862,2020-11-24,2166,1092,57.99,3216,76
WEL001958,2024-03-03,2120,17067,53.76,4384,124
WEL002956,2023-07-11,1176,3823,47.89,2822,56
WEL001294,2018-02-19,2334,18934,9.45,1507,117
WEL001138,2018-04-08,3983,7314,46.86,3370,61
WEL002862,2022-08-14,3761,5816,10.88,1931,104
WEL001491,2022-08-26,112,15736,31.33,2574,55
WEL000059,2020-12-08,1682,1363,7.05,1528,80
WEL002359,2022-01-05,4327,642,35.54,4785,78
WEL000110,2023-08-23,878,7018,11.51,4786,74
WEL002412,2020-04-09,4242,19653,54.0,1364,178
WEL001005,2024-03-08,3963,7481,32.28,3984,175
WEL001611,2022-05-28,3599,19518,8.91,3697,143
WEL000236,2022-02-06,860,12908,35.98,3415,64
WEL002921,2024-08-09,251,5797,52.0,2400,62
WEL001605,2019-03-12,2038,13607,43.73,3933,100
WEL002073,2022-06-07,4818,7012,6.85,1482,121
WEL002200,2024-10-06,3712,15615,19.16,4666,89
WEL001841,2023-01-23,2801,17247,17.8,1287,107
WEL002591,2021-02-18,3504,9747,59.8,1155,157
WEL000330,2018-12-17,870,18299,10.32,2943,151
WEL002299,2024-10-15,2197,19155,59.96,3945,87
WEL002271,2024-04-30,987,9140,40.53,3438,161
WEL001409,2023-05-19,2848,18683,10.14,2142,170
WEL001616,2023-04-20,2387,16713,27.82,4985,167
WEL002967,2024-03-27,1675,3679,30.02,4954,132
WEL000543,2021-10-02,3768,17466,47.29,3510,68
WEL002634,2018-06-03,3294,16180,34.85,3808,68
WEL002463,2018-06-22,1125,19625,58.47,4932,139
WEL000841,2019-09-12,3537,12100,38.4,3426,163
WEL001001,2024-07-06,3998,13845,36.37,4643,121
WEL002428,2023-10-05,196,7489,22.91,2752,143
WEL000143,2019-05-01,633,6076,52.95,2145,169
WEL002083,2018-04-16,4657,6735,56.87,4627,120
WEL000993,2020-11-28,2156,2444,40.3,1307,74
WEL002332,2018-10-21,905,6110,33.82,2440,126
WEL002093,2019-08-30,2888,9496,44.98,2610,129
WEL002534,2018-11-26,543,1541,12.73,2439,117
WEL001926,2022-08-29,3357,18493,37.05,2839,174
WEL002494,2018-04-25,3067,16080,19.26,2388,178
WEL002437,2018-05-14,1662,11522,20.05,3649,167
WEL001353,2021-04-14,439,19866,10.59,1118,168
WEL000975,2020-07-07,3240,13330,10.48,3542,167
WEL002558,2021-04-20,3501,11351,45.18,2647,159
WEL002565,2022-10-31,507,8044,59.07,4671,74
WEL002494,2022-01-18,4385,11438,21.38,2394,89
WEL000038,2024-02-08,4795,17574,13.81,4597,169
WEL001092,2023-11-20,937,11032,54.12,4246,55
WEL001258,2021-05-27,4269,1264,58.45,2783,58
WEL002439,2022-08-05,1265,19141,36.59,2150,145
WEL001811,2022-05-16,2388,15419,28.84,2801,138
WEL000387,2024-07-31,3741,2296,35.86,3560,75
WEL000493,2018-03-28,446,11821,17.72,3565,124
WEL000923,2024-11-10,918,5771,23.63,4879,112
WEL002438,2024-10-29,1616,15910,47.2,2817,86
WEL000671,2022-11-01,437,642,7.81,4427,148
WEL002110,2020-12-01,3938,14843,8.97,2572,126
WEL001550,2021-12-04,3508,18089,21.58,2211,178
WEL001738,2024-12-01,4739,10849,10.37,4540,143
WEL001258,2021-07-02,2009,5050,49.55,2643,143
WEL001644,2020-06-23,1690,1713,35.71,4822,124
WEL002845,2021-02-04,4435,3422,27.41,3295,53
WEL001240,2019-06-04,1353,18858,44.69,1512,79
WEL001688,2024-08-28,3843,9486,24.43,3906,121
WEL000406,2020-12-31,1747,10163,58.64,2332,62
WEL002753,2024-11-02,1415,4946,59.4,1330,97
WEL001110,2023-07-29,186,3703,37.57,3114,68
WEL001461,2022-09-22,318,9567,37.23,3673,66
WEL001077,2021-02-16,864,17480,25.45,3320,149
WEL001913,2022-01-11,618,15681,49.6,2896,56
WEL000349,2019-12-15,2513,2595,51.77,4453,51
WEL000834,2022-12-23,1588,8975,20.54,1638,96
WEL002398,2019-05-19,1402,13158,28.04,2793,58
WEL000993,2023-01-13,2925,16738,50.76,4321,76
WEL002345,2018-10-01,4993,8114,41.44,3276,67
WEL000897,2023-06-22,4336,17437,57.81,1649,85
WEL000862,2024-12-14,3776,12417,22.95,4366,152
WEL000140,2020-02-06,4768,9819,23.49,1719,139
WEL002847,2021-11-04,445,4424,47.12,3377,136
WEL000652,2019-03-10,3194,17772,13.52,2511,73
WEL001996,2021-08-30,3712,16908,27.15,1571,165
WEL002336,2018-11-28,1308,17149,23.55,4191,178
WEL001955,2018-06-30,2106,4913,5.65,3020,168
WEL001422,2023-08-09,3728,5469,46.51,4334,126
WEL001261,2024-03-16,3283,9940,30.72,2551,68
WEL001806,2022-01-18,3924,11018,41.81,3658,163
WEL000431,2024-10-30,4925,13260,32.89,3037,88
WEL000508,2023-06-01,4129,18433,42.74,2206,176
WEL000004,2020-10-29,3647,4339,58.5,1106,125
WEL002452,2024-04-18,2727,10014,14.98,2732,161
WEL002300,2021-09-19,2341,16551,52.33,3959,90
WEL000968,2019-04-22,708,13296,5.79,4690,75
WEL000607,2018-06-14,408,17466,38.12,3153,70
WEL000636,2023-08-24,3620,13613,51.4,1138,76
WEL001940,2022-10-11,2921,3805,43.9,1053,133
WEL001096,2018-11-07,2560,11003,49.35,1677,50
WEL002827,2024-04-17,4987,11998,17.61,4904,84
WEL001897,2018-06-03,756,3340,53.57,2342,143
WEL001754,2020-08-22,1039,19580,41.48,3168,102
WEL002336,2018-02-09,437,5345,18.58,2445,119
WEL001759,2024-06-08,4838,5871,12.25,4735,158
WEL001805,2019-02-10,1536,1688,17.11,2974,91
WEL000525,2024-04-11,2858,1833,42.23,2982,77
WEL002638,2024-01-01,3650,2606,29.19,4155,95
WEL000729,2024-02-12,1974,4006,40.36,2274,87
WEL002216,2020-04-15,4025,12643,32.17,3994,157
WEL002975,2024-01-18,977,13792,11.21,1982,142
WEL001388,2022-05-01,4762,5066,10.4,2826,88
WEL002499,2020-05-09,4667,18368,56.56,3469,146
WEL001294,2021-02-27,1921,4227,33.02,2331,95
WEL001562,2021-11-03,4505,12313,55.67,2527,146
WEL002789,2020-08-20,2135,12554,42.1,1351,144
WEL001591,2022-11-18,126,18401,16.32,2799,51
WEL000541,2024-04-18,1917,8723,40.83,3649,170
WEL001041,2023-08-22,1709,7057,11.51,2501,171
WEL002747,2018-02-18,3217,8395,20.2,4218,160
WEL001752,2020-05-10,2722,13081,32.69,3097,164
WEL002718,2023-01-17,2259,10029,51.02,1853,174
WEL001550,2020-06-11,2254,17165,52.85,3837,151
WEL002037,2018-04-03,1858,1357,10.63,4357,137
WEL000125,2022-03-01,4430,12431,53.47,1756,76
WEL000337,2021-08-16,668,1397,22.67,1152,68
WEL001114,2019-01-29,4132,10554,14.56,1633,123
WEL002835,2018-10-14,312,17232,18.27,4432,114
WEL001330,2018-08-06,3684,7634,47.85,3427,161
WEL002649,2020-09-11,2711,15628,14.2,1291,60
WEL001357,2024-12-16,1146,18474,16.21,3773,85
WEL001798,2024-07-03,1408,2408,52.26,2585,128
WEL001321,2024-06-14,2848,3512,57.15,4770,51
